transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,unit_cost,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,stockout_indicator,forecasted_demand,actual_demand
TX-2415,C-10178,P-ELE-334,Teclado USB,Electrónica,2,22.79,11.24,10/01/2023,CHI-02,Chicago,90,19,104,SUP-006,2,74,M,47733,Bronce,Tarjeta Crédito,Sí,Cupón Digital,Lluvia,Sí,No,116.1,120.9
TX-2416,C-74910,P-ALI-503,Pasta Fettuccine,Alimentos,6,3.05,1.47,04/10/2023,LA-02,Los Ángeles,6,12,114,SUP-014,9,27,F,104405,No Registrado,Efectivo,No,Sin Promoción,Soleado,Sí,Sí,257.2,219.7
TX-2417,C-91584,P-CUI-849,Acondicionador 400ml,Cuidado Personal,3,6.2,3.14,29/06/2023,CHI-02,Chicago,59,30,115,SUP-006,8,37,M,86389,No Registrado,Efectivo,Sí,Cupón Digital,Soleado,No,No,238.3,249.9
TX-2418,C-59190,P-ALI-714,Granola Premium,Alimentos,5,7.18,3.92,29/11/2023,LA-01,Los Ángeles,45,24,121,SUP-019,20,49,F,106074,No Registrado,Tarjeta Crédito,No,Sin Promoción,Soleado,No,No,230.1,184.4
TX-2419,C-66118,P-LIM-401,Bolsas Basura x20,Limpieza,4,3.27,1.58,30/11/2023,MIA-01,Miami,39,19,74,SUP-002,11,61,Otro,43369,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,No,No,74.1,73.0
TX-2420,C-38798,P-ALI-229,Arroz 5kg,Alimentos,4,7.62,4.12,16/01/2023,MIA-01,Miami,6,21,65,SUP-002,8,56,M,45965,Bronce,Tarjeta Débito,No,Sin Promoción,Lluvia,No,No,117.4,111.1
TX-2421,C-97774,P-LÁC-427,Leche Descremada,Lácteos,2,1.93,1.03,07/05/2023,LA-02,Los Ángeles,50,24,71,SUP-012,12,53,M,90918,Oro,Efectivo,No,Sin Promoción,Niebla,Sí,No,360.0,348.2
TX-2422,C-70993,P-ALI-909,Aceite Oliva 1L,Alimentos,3,9.93,5.77,11/01/2023,CHI-02,Chicago,6,38,185,SUP-014,12,74,Otro,95850,Bronce,Tarjeta Débito,Sí,Cupón Digital,Nieve,No,Sí,43.2,45.3
TX-2423,C-57624,P-LIM-718,Aromatizante Hogar,Limpieza,7,5.84,3.13,20/03/2023,CHI-01,Chicago,69,29,172,SUP-010,3,45,M,21401,Oro,Tarjeta Crédito,Sí,Precio Especial,Nieve,No,No,178.0,168.5
TX-2424,C-85800,P-LIM-874,Detergente Líq 1L,Limpieza,10,5.54,2.86,06/03/2023,NY-02,Nueva York,77,38,91,SUP-008,16,34,F,44825,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nieve,Sí,No,133.7,112.8
TX-2425,C-71308,P-CUI-577,Hilo Dental 50m,Cuidado Personal,12,2.5,1.12,09/12/2023,CHI-01,Chicago,80,14,99,SUP-001,3,53,M,72328,Bronce,Efectivo,Sí,Precio Especial,Lluvia,No,No,116.6,101.4
TX-2426,C-49413,P-LIM-568,Suavizante Ropa,Limpieza,12,5.0,2.53,16/10/2023,HOU-01,Houston,92,11,176,SUP-008,14,20,Otro,93303,Bronce,Efectivo,Sí,2x1,Nublado,No,No,104.0,97.3
TX-2427,C-37481,P-ELE-810,Funda Celular,Electrónica,10,7.77,3.17,22/04/2023,HOU-02,Houston,109,10,162,SUP-014,4,70,M,91642,Oro,Efectivo,Sí,Precio Especial,Tormenta,No,No,129.3,125.6
TX-2428,C-41573,P-ALI-233,Cereales Kellogg's,Alimentos,9,4.82,2.73,25/12/2023,HOU-01,Houston,113,16,84,SUP-010,21,39,M,35321,Bronce,Tarjeta Débito,Sí,Bundle,Tormenta,Sí,No,123.6,127.3
TX-2429,C-45689,P-LIM-892,Bolsas Basura x20,Limpieza,4,3.39,1.57,08/07/2023,CHI-01,Chicago,47,15,68,SUP-015,13,38,M,108593,Plata,Efectivo,Sí,Bundle,Soleado,Sí,No,218.8,197.6
TX-2430,C-34740,P-ELE-199,Hub USB 4 Puertos,Electrónica,4,16.83,8.05,07/11/2023,NY-02,Nueva York,64,36,197,SUP-001,13,26,Otro,58653,Plata,Tarjeta Débito,Sí,Descuento %,Tormenta,Sí,No,315.0,339.4
TX-2431,C-86287,P-LIM-196,Desinfectante 750ml,Limpieza,4,4.2,2.14,28/02/2023,NY-02,Nueva York,113,10,55,SUP-009,10,71,Otro,98217,No Registrado,Billetera Digital,Sí,Descuento %,Tormenta,Sí,No,170.2,137.5
TX-2432,C-42693,P-ELE-765,Lámpara LED USB,Electrónica,1,11.54,5.52,25/03/2023,HOU-02,Houston,31,15,144,SUP-003,6,29,Otro,20950,Oro,Transferencia,Sí,Cupón Digital,Nublado,Sí,No,277.8,253.1
TX-2433,C-97968,P-ELE-135,Cable USB-C 2m,Electrónica,11,9.39,4.46,09/06/2023,HOU-01,Houston,2,24,111,SUP-009,6,66,F,62908,Plata,Efectivo,No,Sin Promoción,Nieve,Sí,Sí,248.7,288.2
TX-2434,C-19823,P-LÁC-225,Crema de Leche,Lácteos,8,2.34,1.17,24/10/2023,HOU-01,Houston,101,36,162,SUP-001,2,65,Otro,38936,Oro,Transferencia,Sí,Cupón Digital,Niebla,No,No,85.9,74.7
TX-2435,C-47123,P-ELE-595,Soporte para Celular,Electrónica,9,9.86,4.94,09/06/2023,MIA-01,Miami,33,18,178,SUP-006,16,27,M,61138,Plata,Billetera Digital,Sí,Precio Especial,Lluvia,Sí,No,113.4,110.5
TX-2436,C-64186,P-ELE-345,Memoria USB 64GB,Electrónica,4,13.5,6.35,13/12/2023,NY-02,Nueva York,103,16,198,SUP-017,2,61,F,61823,Plata,Tarjeta Crédito,Sí,Sin Promoción,Nublado,No,No,164.4,189.1
TX-2437,C-51720,P-LÁC-684,Queso Mozzarella,Lácteos,10,4.36,2.49,12/07/2023,HOU-01,Houston,3,23,180,SUP-013,2,51,M,107206,Plata,Tarjeta Crédito,No,Sin Promoción,Niebla,No,Sí,141.9,152.0
TX-2438,C-14236,P-LIM-317,Limpiapisos 1L,Limpieza,11,4.86,2.38,12/04/2023,MIA-01,Miami,91,33,126,SUP-004,15,73,M,49066,No Registrado,Billetera Digital,Sí,Sin Promoción,Lluvia,No,No,232.9,267.6
TX-2439,C-70247,P-ALI-586,Salsa de Tomate,Alimentos,8,2.63,1.3,31/10/2023,NY-02,Nueva York,35,11,150,SUP-006,4,43,M,116099,Oro,Efectivo,Sí,2x1,Lluvia,Sí,No,204.6,195.5
TX-2440,C-64470,P-LIM-234,Detergente Líq 1L,Limpieza,4,5.68,2.77,18/11/2023,NY-01,Nueva York,64,26,60,SUP-020,18,75,F,69884,No Registrado,Tarjeta Crédito,No,Sin Promoción,Soleado,Sí,No,364.4,357.7
TX-2441,C-27126,P-LIM-563,Detergente Líq 1L,Limpieza,12,5.57,2.8,22/02/2023,MIA-02,Miami,32,20,192,SUP-015,10,24,F,25665,Bronce,Efectivo,No,Sin Promoción,Lluvia,No,No,156.7,143.4
TX-2442,C-23422,P-LIM-999,Jabón en Barra x3,Limpieza,6,2.73,1.3,04/06/2023,MIA-01,Miami,71,31,147,SUP-017,19,60,F,53866,Oro,Efectivo,No,Sin Promoción,Soleado,Sí,No,308.0,280.1
TX-2443,C-37697,P-CUI-861,Gel de Ducha,Cuidado Personal,8,5.1,2.52,17/12/2023,LA-02,Los Ángeles,83,36,125,SUP-014,20,65,Otro,57253,Plata,Tarjeta Crédito,No,Sin Promoción,Tormenta,No,No,196.3,168.0
TX-2444,C-83011,P-ALI-304,Frijoles Negros,Alimentos,2,1.5,0.74,03/03/2023,HOU-02,Houston,14,16,89,SUP-001,17,72,Otro,90280,Bronce,Efectivo,No,Sin Promoción,Nieve,No,Sí,83.0,77.9
TX-2445,C-68531,P-ELE-467,Cable USB-C 2m,Electrónica,10,9.01,4.63,17/10/2023,LA-02,Los Ángeles,27,28,71,SUP-016,19,67,M,36542,Bronce,Billetera Digital,No,Sin Promoción,Niebla,Sí,Sí,336.4,349.0
TX-2446,C-98602,P-LIM-890,Esponjas x3,Limpieza,1,1.94,0.9,22/01/2023,CHI-02,Chicago,10,17,124,SUP-002,3,23,Otro,53400,Bronce,Tarjeta Crédito,Sí,Bundle,Nieve,No,Sí,68.6,73.3
TX-2447,C-33321,P-LÁC-285,Queso Parmesano,Lácteos,7,6.09,3.46,30/09/2023,LA-01,Los Ángeles,17,21,159,SUP-005,21,24,M,63387,Plata,Transferencia,No,Sin Promoción,Niebla,Sí,No,100.9,107.5
TX-2448,C-16278,P-CUI-861,Acondicionador 400ml,Cuidado Personal,5,5.85,3.11,05/12/2023,HOU-02,Houston,5,38,86,SUP-009,12,37,M,94198,Oro,Tarjeta Débito,Sí,Sin Promoción,Tormenta,Sí,Sí,125.7,137.0
TX-2449,C-10652,P-LÁC-275,Yogur Natural 500g,Lácteos,5,2.52,1.31,05/02/2023,NY-01,Nueva York,79,10,152,SUP-020,7,61,M,112878,Bronce,Transferencia,Sí,Descuento %,Soleado,No,No,92.7,82.5
TX-2450,C-49779,P-ALI-912,Salsa de Tomate,Alimentos,10,2.67,1.27,28/11/2023,CHI-01,Chicago,26,29,52,SUP-014,18,32,Otro,68304,Plata,Efectivo,Sí,Precio Especial,Nieve,No,No,79.1,85.3
TX-2451,C-98018,P-ALI-699,Atún en Lata,Alimentos,1,1.88,0.97,07/01/2023,LA-01,Los Ángeles,80,30,163,SUP-010,6,49,M,70392,Oro,Transferencia,Sí,Bundle,Lluvia,No,No,55.9,63.1
TX-2452,C-63604,P-LIM-739,Limpia Vidrios,Limpieza,12,3.63,1.65,04/08/2023,MIA-01,Miami,32,22,58,SUP-009,8,47,F,108602,Plata,Efectivo,No,Sin Promoción,Niebla,No,No,140.3,143.1
TX-2453,C-29804,P-ALI-765,Arroz 5kg,Alimentos,4,7.29,4.09,08/09/2023,CHI-02,Chicago,108,19,137,SUP-013,4,52,F,107661,Oro,Billetera Digital,Sí,Descuento %,Niebla,Sí,No,186.1,212.7
TX-2454,C-27735,P-CUI-510,Shampoo 400ml,Cuidado Personal,7,6.13,3.02,10/08/2023,LA-01,Los Ángeles,13,17,55,SUP-012,21,22,F,79578,No Registrado,Tarjeta Débito,No,Sin Promoción,Tormenta,Sí,No,295.3,316.8
TX-2455,C-12581,P-ALI-796,Cereales Kellogg's,Alimentos,1,4.88,2.67,05/07/2023,HOU-02,Houston,94,39,82,SUP-001,14,21,Otro,88171,No Registrado,Transferencia,No,Sin Promoción,Nieve,No,No,228.9,185.3
TX-2456,C-14143,P-ELE-266,Teclado USB,Electrónica,6,22.41,11.75,24/08/2023,LA-02,Los Ángeles,11,39,61,SUP-010,14,64,M,46489,Plata,Transferencia,No,Sin Promoción,Niebla,No,No,289.0,285.3
TX-2457,C-49097,P-CUI-768,Gel de Ducha,Cuidado Personal,1,5.15,2.5,20/03/2023,HOU-01,Houston,47,32,76,SUP-011,5,28,F,53649,Bronce,Tarjeta Débito,No,Sin Promoción,Nieve,No,No,194.4,206.2
TX-2458,C-73472,P-ALI-964,Atún en Lata,Alimentos,2,1.95,0.94,01/04/2023,LA-02,Los Ángeles,100,22,92,SUP-002,17,33,M,53191,Oro,Transferencia,Sí,Sin Promoción,Lluvia,Sí,No,259.2,248.1
TX-2459,C-73011,P-ELE-583,Lámpara LED USB,Electrónica,2,12.05,5.71,25/09/2023,MIA-02,Miami,7,24,170,SUP-017,20,70,Otro,60777,Oro,Efectivo,Sí,2x1,Lluvia,No,No,85.2,79.8
TX-2460,C-77676,P-CUI-809,Protector Solar SPF50,Cuidado Personal,10,10.04,5.15,30/11/2023,CHI-02,Chicago,62,18,178,SUP-009,6,56,Otro,61942,Bronce,Tarjeta Débito,Sí,Cupón Digital,Niebla,No,No,54.9,59.5
TX-2461,C-40275,P-ALI-770,Atún en Lata,Alimentos,3,1.87,0.94,12/11/2023,NY-02,Nueva York,50,11,125,SUP-008,12,37,M,29438,No Registrado,Efectivo,Sí,Descuento %,Niebla,Sí,No,306.9,252.8
TX-2462,C-77303,P-ELE-351,Mouse Inalámbrico,Electrónica,2,14.59,7.6,03/10/2023,NY-01,Nueva York,16,30,122,SUP-014,12,40,M,86004,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nieve,Sí,No,94.1,92.2
TX-2463,C-47984,P-ELE-896,Funda Celular,Electrónica,3,7.38,3.22,05/09/2023,CHI-02,Chicago,109,13,104,SUP-004,3,34,M,21261,Plata,Efectivo,Sí,Descuento %,Niebla,Sí,No,141.5,114.4
TX-2464,C-41573,P-ALI-233,Cereales Kellogg's,Alimentos,9,4.82,2.73,12/08/2023,HOU-01,Houston,113,16,84,SUP-010,21,39,M,35321,Bronce,Tarjeta Débito,Sí,Bundle,Tormenta,Sí,No,123.6,127.3
TX-2465,C-59452,P-ELE-114,Mouse Inalámbrico,Electrónica,8,15.35,7.58,31/10/2023,MIA-02,Miami,52,26,106,SUP-019,2,55,F,79053,Oro,Transferencia,Sí,Precio Especial,Tormenta,No,No,184.8,190.2
TX-2466,C-34622,P-CUI-503,Cepillo Dental,Cuidado Personal,1,1.97,0.88,15/06/2023,HOU-02,Houston,32,11,117,SUP-008,20,44,M,77295,Oro,Tarjeta Crédito,No,Sin Promoción,Lluvia,Sí,No,108.8,105.3
TX-2467,C-80529,P-LIM-885,Cloro 1L,Limpieza,12,3.02,1.43,06/05/2023,MIA-01,Miami,59,35,194,SUP-014,10,27,F,92859,Plata,Billetera Digital,No,Sin Promoción,Lluvia,No,No,156.9,137.7
TX-2468,C-79817,P-LÁC-182,Yogur Natural 500g,Lácteos,4,2.44,1.33,14/02/2023,HOU-02,Houston,17,12,58,SUP-008,6,32,F,26596,Oro,Billetera Digital,Sí,Bundle,Nublado,No,No,237.1,229.5
TX-2469,C-85939,P-ELE-550,Memoria USB 64GB,Electrónica,3,13.58,6.42,19/08/2023,HOU-01,Houston,91,23,130,SUP-005,3,74,F,118039,Bronce,Tarjeta Crédito,Sí,2x1,Nublado,Sí,No,137.8,130.1
TX-2470,C-72393,P-LÁC-105,Queso Mozzarella,Lácteos,11,4.66,2.53,26/08/2023,MIA-01,Miami,86,33,182,SUP-004,20,34,M,66068,Oro,Transferencia,No,Sin Promoción,Lluvia,No,No,161.5,159.2
TX-2471,C-72153,P-LÁC-235,Leche Evaporada,Lácteos,12,1.58,0.83,09/11/2023,MIA-02,Miami,7,40,122,SUP-011,11,54,F,84639,Oro,Billetera Digital,No,Sin Promoción,Tormenta,Sí,Sí,306.6,263.9
TX-2472,C-33924,P-LIM-371,Aromatizante Hogar,Limpieza,11,6.02,3.06,14/07/2023,LA-01,Los Ángeles,105,29,106,SUP-010,21,29,Otro,32527,No Registrado,Efectivo,No,Sin Promoción,Nublado,No,No,130.2,139.1
TX-2473,C-97451,P-CUI-654,Desodorante Roll-On,Cuidado Personal,1,3.9,1.91,15/01/2023,MIA-02,Miami,60,30,82,SUP-020,7,61,Otro,69786,No Registrado,Tarjeta Débito,No,Sin Promoción,Niebla,Sí,No,331.1,341.1
TX-2474,C-96674,P-LÁC-673,Queso Cheddar 200g,Lácteos,11,4.04,2.26,16/06/2023,CHI-01,Chicago,91,18,78,SUP-019,7,26,F,83885,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nieve,Sí,No,145.0,167.4
TX-2475,C-13006,P-CUI-208,Acondicionador 400ml,Cuidado Personal,8,6.25,3.02,07/09/2023,MIA-01,Miami,68,12,160,SUP-013,14,28,F,31765,Bronce,Efectivo,No,Sin Promoción,Nublado,Sí,No,103.1,88.6
TX-2476,C-35024,P-CUI-856,Gel de Ducha,Cuidado Personal,6,5.09,2.56,01/07/2023,MIA-02,Miami,96,36,187,SUP-019,16,72,F,24059,Bronce,Tarjeta Débito,Sí,2x1,Lluvia,No,No,199.3,212.7
TX-2477,C-10286,P-ELE-805,Audífonos Bluetooth,Electrónica,7,30.18,15.26,13/05/2023,CHI-02,Chicago,8,37,176,SUP-016,20,69,Otro,103212,Oro,Billetera Digital,No,Sin Promoción,Lluvia,No,No,236.6,264.0
TX-2478,C-81658,P-ALI-747,Granola Premium,Alimentos,6,7.33,3.94,24/05/2023,NY-01,Nueva York,2,34,196,SUP-015,16,36,M,79964,Bronce,Transferencia,Sí,Precio Especial,Niebla,No,No,282.8,277.8
TX-2479,C-34511,P-CUI-270,Jabón Líquido 250ml,Cuidado Personal,3,3.49,1.72,02/11/2023,NY-02,Nueva York,37,18,114,SUP-005,21,61,F,51254,Bronce,Efectivo,Sí,Precio Especial,Nublado,Sí,No,106.0,110.7
TX-2480,C-27303,P-LIM-906,Aromatizante Hogar,Limpieza,5,6.13,3.16,22/05/2023,CHI-01,Chicago,72,26,112,SUP-018,19,41,F,98054,Oro,Transferencia,Sí,Descuento %,Nublado,Sí,No,192.6,187.0
TX-2481,C-41771,P-ALI-356,Salsa de Tomate,Alimentos,3,2.57,1.29,06/01/2023,LA-02,Los Ángeles,18,31,176,SUP-007,20,75,M,22494,Plata,Efectivo,No,Sin Promoción,Tormenta,Sí,No,71.5,74.6
TX-2482,C-34706,P-ALI-205,Salsa de Tomate,Alimentos,2,2.68,1.33,08/04/2023,MIA-02,Miami,12,22,111,SUP-010,20,52,F,76284,No Registrado,Billetera Digital,No,Sin Promoción,Niebla,Sí,Sí,361.8,360.5
TX-2483,C-19523,P-ELE-580,Teclado USB,Electrónica,1,22.64,11.18,04/05/2023,HOU-02,Houston,52,36,111,SUP-004,11,40,F,26732,Bronce,Efectivo,Sí,Cupón Digital,Niebla,No,No,163.6,160.2
TX-2484,C-67632,P-ELE-611,Audífonos Bluetooth,Electrónica,11,30.72,15.18,28/07/2023,LA-01,Los Ángeles,51,11,97,SUP-002,17,60,Otro,79542,No Registrado,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,271.0,307.2
TX-2485,C-50021,P-CUI-918,Pasta Dental 150ml,Cuidado Personal,9,3.01,1.4,12/10/2023,MIA-01,Miami,33,38,180,SUP-005,20,20,M,110539,Bronce,Efectivo,Sí,Descuento %,Niebla,Sí,No,172.6,138.9
TX-2486,C-82620,P-ELE-725,Cable USB-C 2m,Electrónica,4,8.91,4.4,04/05/2023,MIA-02,Miami,74,12,106,SUP-019,15,74,F,62582,No Registrado,Transferencia,Sí,Sin Promoción,Lluvia,Sí,No,112.0,108.1
TX-2487,C-64470,P-LIM-234,Detergente Líq 1L,Limpieza,4,5.68,2.77,01/09/2023,NY-01,Nueva York,64,26,60,SUP-020,18,75,F,69884,No Registrado,Tarjeta Crédito,No,Sin Promoción,Soleado,Sí,No,364.4,357.7
TX-2488,C-86425,P-ELE-740,Hub USB 4 Puertos,Electrónica,5,16.88,8.28,31/12/2023,HOU-01,Houston,69,15,94,SUP-014,21,34,M,64468,No Registrado,Billetera Digital,Sí,Descuento %,Lluvia,Sí,No,211.0,169.0
TX-2489,C-45216,P-ELE-707,Funda Celular,Electrónica,11,7.75,3.17,18/08/2023,LA-01,Los Ángeles,101,10,62,SUP-009,13,56,Otro,105557,Bronce,Tarjeta Crédito,No,Sin Promoción,Soleado,Sí,No,359.1,396.1
TX-2490,C-30039,P-LIM-583,Esponjas x3,Limpieza,1,2.01,0.91,09/01/2023,MIA-01,Miami,65,36,158,SUP-001,7,26,F,33754,Bronce,Efectivo,Sí,2x1,Nublado,Sí,No,134.8,154.4
TX-2491,C-19158,P-LIM-515,Limpiapisos 1L,Limpieza,12,4.89,2.44,31/05/2023,CHI-02,Chicago,16,28,174,SUP-006,10,55,Otro,117075,Plata,Efectivo,No,Sin Promoción,Lluvia,Sí,No,59.1,62.7
TX-2492,C-38949,P-LIM-541,Limpia Vidrios,Limpieza,8,3.59,1.73,27/07/2023,MIA-02,Miami,11,37,184,SUP-012,16,46,M,56017,Plata,Tarjeta Débito,No,Sin Promoción,Soleado,No,No,183.0,178.4
TX-2493,C-49663,P-CUI-180,Jabón Líquido 250ml,Cuidado Personal,2,3.55,1.75,05/05/2023,NY-01,Nueva York,69,39,58,SUP-010,19,48,M,45772,Plata,Efectivo,No,Sin Promoción,Nieve,Sí,No,114.0,113.6
TX-2494,C-12414,P-CUI-854,Desodorante Roll-On,Cuidado Personal,12,4.17,1.86,06/12/2023,CHI-01,Chicago,85,27,169,SUP-001,16,50,M,99552,No Registrado,Tarjeta Débito,No,Sin Promoción,Soleado,No,No,299.9,278.0
TX-2495,C-51807,P-CUI-273,Protector Solar SPF50,Cuidado Personal,11,10.33,5.07,08/07/2023,LA-02,Los Ángeles,77,26,173,SUP-020,2,50,F,31445,Plata,Transferencia,No,Sin Promoción,Niebla,No,No,289.1,264.9
TX-2496,C-71308,P-CUI-577,Hilo Dental 50m,Cuidado Personal,12,2.5,1.12,11/10/2023,CHI-01,Chicago,80,14,99,SUP-001,3,53,M,72328,Bronce,Efectivo,Sí,Precio Especial,Lluvia,No,No,116.6,101.4
TX-2497,C-99157,P-ALI-133,Cereales Kellogg's,Alimentos,4,4.89,2.67,26/06/2023,CHI-02,Chicago,92,39,109,SUP-008,7,51,Otro,25148,Bronce,Billetera Digital,Sí,Sin Promoción,Niebla,No,No,282.5,323.8
TX-2498,C-79178,P-ALI-187,Avena Quaker,Alimentos,3,4.49,2.4,09/10/2023,MIA-01,Miami,16,33,195,SUP-020,7,52,Otro,82197,Oro,Tarjeta Débito,Sí,Bundle,Lluvia,No,No,49.1,48.7
TX-2499,C-13896,P-ALI-382,Granola Premium,Alimentos,7,6.8,3.94,30/06/2023,NY-01,Nueva York,65,16,60,SUP-020,2,28,Otro,77582,No Registrado,Billetera Digital,Sí,Cupón Digital,Tormenta,No,No,225.8,206.3
TX-2500,C-35461,P-ELE-784,Audífonos Bluetooth,Electrónica,9,29.83,14.66,21/08/2023,NY-01,Nueva York,105,24,148,SUP-005,11,52,Otro,99606,Plata,Tarjeta Crédito,Sí,Cupón Digital,Lluvia,No,No,213.1,231.8
TX-2501,C-26113,P-CUI-457,Gel de Ducha,Cuidado Personal,2,5.2,2.49,06/06/2023,LA-02,Los Ángeles,28,25,193,SUP-008,6,48,M,68391,Bronce,Tarjeta Crédito,No,Sin Promoción,Nieve,Sí,No,104.3,101.5
TX-2502,C-78816,P-LIM-645,Bolsas Basura x20,Limpieza,5,3.27,1.59,29/04/2023,NY-02,Nueva York,48,33,133,SUP-006,14,49,M,87918,Bronce,Transferencia,No,Sin Promoción,Lluvia,No,No,179.3,153.6
TX-2503,C-60165,P-CUI-632,Hilo Dental 50m,Cuidado Personal,10,2.51,1.13,09/04/2023,NY-01,Nueva York,7,24,162,SUP-012,3,53,M,76062,Plata,Billetera Digital,No,Sin Promoción,Tormenta,No,No,189.5,198.4
TX-2504,C-88268,P-LÁC-922,Mantequilla 250g,Lácteos,1,3.59,1.96,03/03/2023,CHI-01,Chicago,9,23,72,SUP-007,2,68,F,57474,Plata,Transferencia,No,Sin Promoción,Soleado,Sí,No,252.6,221.1
TX-2505,C-31433,P-LÁC-463,Yogur Natural 500g,Lácteos,8,2.5,1.27,02/10/2023,NY-01,Nueva York,68,34,139,SUP-004,17,36,M,68471,Oro,Transferencia,Sí,Precio Especial,Lluvia,No,No,136.6,132.5
TX-2506,C-22331,P-ELE-542,Audífonos Bluetooth,Electrónica,2,30.86,15.36,20/12/2023,CHI-02,Chicago,102,25,90,SUP-015,12,25,Otro,19626,No Registrado,Transferencia,No,Sin Promoción,Nublado,Sí,No,304.0,355.6
TX-2507,C-13136,P-ALI-866,Cereales Kellogg's,Alimentos,1,4.86,2.65,09/04/2023,MIA-01,Miami,76,22,198,SUP-018,21,51,Otro,101640,Oro,Billetera Digital,No,Sin Promoción,Lluvia,No,No,242.5,226.6
TX-2508,C-31070,P-ELE-691,Cargador Rápido 65W,Electrónica,3,20.97,9.63,05/09/2023,NY-02,Nueva York,105,23,163,SUP-004,9,41,Otro,84592,Oro,Billetera Digital,Sí,2x1,Lluvia,Sí,No,150.1,141.7
TX-2509,C-69427,P-LÁC-633,Yogur de Fresa,Lácteos,8,2.8,1.53,29/10/2023,LA-01,Los Ángeles,33,37,171,SUP-012,19,32,Otro,66914,Oro,Efectivo,Sí,Precio Especial,Niebla,No,Sí,191.8,186.4
TX-2510,C-92470,P-LIM-711,Esponjas x3,Limpieza,11,2.0,0.88,26/09/2023,CHI-01,Chicago,74,16,92,SUP-005,18,22,Otro,106867,Oro,Tarjeta Débito,Sí,Descuento %,Soleado,No,No,211.8,187.1
TX-2511,C-50773,P-CUI-447,Protector Solar SPF50,Cuidado Personal,11,9.73,5.0,25/05/2023,NY-01,Nueva York,69,17,87,SUP-016,13,22,F,119981,No Registrado,Billetera Digital,No,Sin Promoción,Nublado,Sí,No,106.5,94.4
TX-2512,C-95486,P-ALI-354,Granola Premium,Alimentos,1,6.81,3.78,10/04/2023,NY-02,Nueva York,53,37,101,SUP-020,16,22,M,29476,Bronce,Tarjeta Crédito,No,Sin Promoción,Niebla,No,No,118.3,117.7
TX-2513,C-41119,P-LÁC-732,Leche Entera 1L,Lácteos,4,1.98,1.1,27/04/2023,LA-01,Los Ángeles,90,28,194,SUP-015,17,30,F,119632,Plata,Billetera Digital,Sí,Descuento %,Nieve,No,No,194.1,198.7
TX-2514,C-27096,P-LIM-807,Aromatizante Hogar,Limpieza,1,6.09,3.06,02/04/2023,NY-02,Nueva York,8,15,124,SUP-004,2,35,Otro,109273,Plata,Transferencia,Sí,Bundle,Nieve,Sí,No,143.5,163.6
TX-2515,C-88080,P-LIM-181,Aromatizante Hogar,Limpieza,10,5.82,3.05,08/01/2023,NY-01,Nueva York,12,14,110,SUP-007,21,45,M,51520,Oro,Efectivo,Sí,2x1,Lluvia,No,Sí,234.7,216.0
TX-2516,C-87296,P-ELE-888,Lámpara LED USB,Electrónica,5,11.21,5.73,01/10/2023,LA-02,Los Ángeles,3,24,91,SUP-015,7,21,M,39669,Plata,Tarjeta Débito,Sí,Bundle,Tormenta,Sí,No,250.0,258.8
TX-2517,C-40029,P-LIM-195,Desinfectante 750ml,Limpieza,8,4.37,2.04,21/05/2023,CHI-02,Chicago,48,19,195,SUP-002,4,63,M,47582,Bronce,Billetera Digital,No,Sin Promoción,Nieve,No,No,136.4,120.8
TX-2518,C-51513,P-LÁC-354,Leche Entera 1L,Lácteos,10,1.97,1.13,28/01/2023,NY-02,Nueva York,82,15,50,SUP-019,8,49,F,65164,Plata,Billetera Digital,Sí,2x1,Nieve,No,No,102.2,121.1
TX-2519,C-49336,P-ELE-157,Funda Celular,Electrónica,8,7.43,3.28,30/05/2023,CHI-01,Chicago,117,14,77,SUP-015,11,59,Otro,118481,Plata,Billetera Digital,Sí,Cupón Digital,Lluvia,No,No,195.8,157.0
TX-2520,C-15195,P-LÁC-650,Crema de Leche,Lácteos,1,2.36,1.19,06/03/2023,NY-01,Nueva York,55,15,53,SUP-017,9,43,F,55588,Oro,Tarjeta Crédito,Sí,Cupón Digital,Nieve,Sí,No,305.5,340.6
TX-2521,C-18083,P-LIM-436,Detergente Líq 1L,Limpieza,8,5.75,2.82,09/09/2023,NY-02,Nueva York,75,26,179,SUP-007,12,53,Otro,86939,No Registrado,Tarjeta Débito,No,Sin Promoción,Nublado,No,No,266.0,306.2
TX-2522,C-12647,P-ELE-641,Teclado USB,Electrónica,11,23.53,11.29,07/01/2023,NY-01,Nueva York,10,19,97,SUP-005,7,44,M,100427,Bronce,Efectivo,No,Sin Promoción,Nieve,Sí,No,229.8,243.9
TX-2523,C-64166,P-CUI-828,Pasta Dental 150ml,Cuidado Personal,8,3.08,1.37,26/05/2023,LA-01,Los Ángeles,44,27,163,SUP-005,9,31,M,80538,Plata,Tarjeta Débito,Sí,Precio Especial,Tormenta,No,No,77.4,65.4
